idx,token,operazione,motivo
80073,stessa,del,altro
80098,Quando,del,altro
80098,il,del,altro
80098,matrimonio,del,altro
80098,finì,del,clausola subordinata/participiale (sintattico)
80098,al,del,altro
80098,numero,del,altro
80098,46,del,altro
80098,Lower,del,altro
80098,Belgrave,del,altro
80098,Street,del,altro
80098,nel,del,altro
80098,quartiere,del,altro
80098,Belgravia,del,altro
80098,a,del,altro
80098,Londra,del,altro
80103,Attraverso,sub,altro
80103,pre,del,parola non di base (lessicale)
80103,-,del,altro
80103,vengono,sub,costruzione passiva (sintattico)
80103,nel,sub,altro
80103,mercato,sub,altro
80103,sotto,sub,altro
80103,altro,sub,altro
80103,nome,sub,altro
80103,una,sub,altro
80103,diversa,sub,altro
80103,identità,sub,altro
80119,venne,del,costruzione passiva (sintattico)
80119,con,del,altro
80119,design,del,altro
80119,della,del,altro
80119,poiché,del,altro
80119,ritenne,del,clausola subordinata/participiale (sintattico)
80126,viene,del,costruzione passiva (sintattico)
80126,anche,del,altro
80126,utilizzato,del,altro
80126,nell',del,altro
80126,ambito,del,altro
80126,della,del,altro
80126,della,del,altro
80126,al,sub,altro
80126,di,sub,altro
80126,addirittura,sub,altro
80126,di,sub,altro
80126,(,sub,altro
80126,"""",sub,altro
80126,da,sub,altro
80126,taglio,sub,altro
80126,"""",sub,altro
80126,),sub,altro
80133,nobili,sub,altro
80133,si,sub,altro
80133,",",sub,altro
80133,irritati,sub,clausola subordinata/participiale (sintattico)
80133,rigido,sub,altro
80133,controllo,sub,altro
80133,cui,sub,altro
80133,sottoposti,sub,clausola subordinata/participiale (sintattico)
80133,",",sub,altro
80133,sfociò,sub,altro
80133,nel,sub,altro
80133,colpo,sub,altro
80133,di,sub,altro
80133,del,sub,altro
80133,1782,sub,altro
80148,nuovamente,sub,altro
80148,grazie,sub,altro
80148,ad,sub,altro
80154,Fu,del,altro
80154,per,del,altro
80154,esempio,del,altro
80154,rappresentazione,sub,altro
80154,del,sub,altro
80154,"""",sub,altro
80154,"""",del,altro
80154,"""",sub,altro
80154,(,del,altro
80154,),del,altro
80154,con,del,altro
80154,parte,del,altro
80154,del,del,altro
80154,protagonista,del,altro
80156,L',del,altro
80156,argomento,del,costruzione passiva (sintattico)
80156,può,del,altro
80156,essere,del,costruzione passiva (sintattico)
80156,generalizzato,del,parola non di base (lessicale)
80156,per,del,altro
80156,predire,del,clausola subordinata/participiale (sintattico)
80156,formula_17,del,parola non di base (lessicale)
80156,con,sub,altro
80156,un,sub,altro
80156,angolo,sub,altro
80156,formula_18,sub,parola non di base (lessicale)
80156,verticale,del,altro
80156,:,del,altro
80199,resto,del,altro
80199,della,del,altro
80199,composta,del,clausola subordinata/participiale (sintattico)
80199,da,del,altro
80199,Händel,del,altro
80199,per,del,altro
80199,occasione,sub,altro
80199,prendendo,sub,clausola subordinata/participiale (sintattico)
80199,spunto,sub,altro
80199,da,sub,altro
80199,un,sub,altro
80199,testo,sub,altro
80199,italiano,sub,altro
80199,anonimo,sub,altro
80199,al,sub,altro
80199,King,sub,altro
80199,Theatre,sub,altro
80199,Haymarket,sub,altro
80199,dove,sub,altro
80199,solito,sub,altro
80199,presentava,sub,clausola subordinata/participiale (sintattico)
80199,le,sub,altro
80199,sue,sub,altro
80199,stagioni,sub,altro
80199,opera,sub,altro
80199,italiana,sub,altro
80199,con,sub,altro
80199,gli,sub,altro
80199,stessi,sub,altro
80199,grandi,sub,altro
80199,cantanti,sub,altro
80199,che,sub,altro
80199,stavano,sub,clausola subordinata/participiale (sintattico)
80199,allora,sub,altro
80199,interpretando,sub,clausola subordinata/participiale (sintattico)
80199,sua,sub,altro
80199,attuale,sub,altro
80199,opera,sub,altro
80199,grande,sub,altro
80199,successo,sub,altro
80199,Arianna,sub,altro
80199,Creta,sub,altro
80207,",",del,altro
80207,mentre,del,altro
80207,America,del,altro
80207,del,del,altro
80207,Nord,del,altro
80207,i,del,altro
80207,diritti,del,costruzione passiva (sintattico)
80207,sono,del,altro
80207,stati,del,costruzione passiva (sintattico)
80207,acquistati,del,altro
80207,Seven,del,altro
80207,Seas,del,altro
80207,Entertainment,del,altro
80219,sua,del,altro
80219,prosa,del,altro
80219,si,del,altro
80219,lascia,del,altro
80219,apprezzare,del,clausola subordinata/participiale (sintattico)
80219,",",del,altro
80219,in,del,altro
80219,genere,del,altro
80219,",",del,altro
80219,uno,del,altro
80219,",",del,altro
80219,brillante,del,altro
80219,Carriera,sub,altro
80219,accademica,sub,altro
80222,La,sub,altro
80222,monzese,sub,parola non di base (lessicale)
80222,",",sub,altro
80222,corte,sub,altro
80243,",",del,altro
80243,però,del,altro
80243,",",del,altro
80243,",",del,altro
80243,e,del,altro
80243,quindi,del,altro
80243,ragazzo,del,costruzione passiva (sintattico)
80243,ricercato,del,altro
80243,anche,del,altro
80243,dai,del,altro
80243,Kree,del,altro
80250,Perciò,sub,altro
80250,il,sub,altro
80250,tempo,sub,costruzione passiva (sintattico)
80250,di,sub,altro
80250,ritenzione,sub,parola non di base (lessicale)
80250,",",sub,altro
80250,",",sub,altro
80250,ovvero,sub,altro
80250,il,sub,altro
80250,tempo,sub,altro
80250,impiegato,sub,clausola subordinata/participiale (sintattico)
80250,da,sub,altro
80250,un,sub,altro
80250,dato,sub,altro
80250,analita,sub,parola non di base (lessicale)
80250,per,sub,altro
80250,eluire,sub,clausola subordinata/participiale (sintattico)
80250,",",sub,altro
80252,",",del,altro
80252,sessantacinque,del,altro
80252,",",del,altro
80252,morì,del,altro
80252,Hardy,del,altro
80252,",",del,altro
80252,con,del,altro
80252,lui,del,altro
80252,finì,del,altro
80252,una,del,altro
80274,lo,sub,altro
80274,portarono,sub,altro
80274,a,sub,altro
80274,:,del,altro
80304,conobbe,sub,altro
80304,durante,del,altro
80304,il,del,altro
80304,periodo,del,altro
80304,di,del,altro
80304,esilio,del,altro
80304,di,del,altro
80304,quest’,del,altro
80304,ultimo,del,altro
80307,Dal,del,altro
80307,18,del,altro
80307,settembre,del,altro
80307,2020,del,altro
80307,il,del,altro
80307,Dipartimento,del,costruzione passiva (sintattico)
80307,stato,del,costruzione passiva (sintattico)
80307,denominato,del,altro
80307,"""",del,altro
80307,Dipartimento,del,clausola subordinata/participiale (sintattico)
80307,"""",del,altro
80307,a,del,altro
80307,seguito,del,altro
80307,dell',del,altro
80307,assunzione,del,altro
80307,delle,del,altro
80307,competenze,del,altro
80307,del,del,altro
80307,Corpo,del,altro
80307,forestale,del,altro
80307,provinciale,del,altro
80307,della,del,altro
80307,Provincia,del,altro
80307,autonoma,del,altro
80307,di,del,altro
80307,Trento,del,altro
80307,.,del,altro
80325,ottantenne,del,clausola subordinata/participiale (sintattico)
80350,",",sub,altro
80350,costruite,sub,clausola subordinata/participiale (sintattico)
80350,per,sub,altro
80350,",",sub,altro
80350,evolsero,sub,parola non di base (lessicale)
80350,",",sub,altro
80352,sull',sub,altro
80352,del,sub,altro
80352,libro,sub,altro
80352,esprime,sub,altro
80352,di,sub,altro
80352,",",del,altro
80352,presumibilmente,del,parola non di base (lessicale)
80352,Excalibur,del,altro
80352,stessa,del,altro
80352,.,del,altro
80375,delle,sub,altro
80379,del,sub,altro
80399,Nella,del,altro
80399,primavera,del,altro
80399,2010,del,altro
80399,",",del,altro
80399,a,del,altro
80399,seguito,del,altro
80399,dello,del,altro
80399,scoppio,del,parola non di base (lessicale)
80399,della,del,altro
80399,grande,del,altro
80399,recessione,del,parola non di base (lessicale)
80399,e,del,altro
80399,della,del,altro
80399,crisi,del,altro
80399,debito,del,altro
80399,sovrano,del,altro
80399,europeo,del,altro
80399,",",del,altro
80399,Germania,del,altro
80399,chiese,del,altro
80399,agli,del,altro
80399,stati,del,altro
80399,:,del,altro
80406,Per,del,altro
80406,è,del,altro
80406,possibile,del,altro
80406,definire,del,clausola subordinata/participiale (sintattico)
80406,delle,del,altro
80406,dette,sub,parola non di base (lessicale)
80427,anche,del,altro
80427,quando,sub,altro
80427,si,sub,altro
80427,dimise,sub,clausola subordinata/participiale (sintattico)
80427,dall',sub,altro
80427,incarico,sub,altro
80427,per,sub,altro
80427,poter,sub,altro
80427,partecipare,sub,clausola subordinata/participiale (sintattico)
80427,alle,sub,altro
80427,elezioni,sub,altro
80427,politiche,sub,altro
80449,nascono,sub,altro
80449,pregiudizi,sub,altro
80449,dettati,sub,clausola subordinata/participiale (sintattico)
80449,dalla,sub,altro
80449,",",sub,altro
80467,esce,del,altro
80473,Le,sub,altro
80473,8,sub,altro
80473,mesi,sub,altro
80473,",",del,altro
80473,ma,del,altro
80473,non,del,altro
80473,si,del,altro
80473,accoppiano,del,parola non di base (lessicale)
80473,mai,del,altro
80473,prima,del,altro
80473,dei,del,altro
80489,lo,sub,altro
80489,spin,sub,parola non di base (lessicale)
80489,",",sub,altro
80489,formula_16,sub,parola non di base (lessicale)
80489,barionico,sub,parola non di base (lessicale)
80489,formula_17,sub,parola non di base (lessicale)
80489,leptonico,sub,parola non di base (lessicale)
80527,Nigel,sub,altro
80527,",",sub,altro
80527,Fuggito,sub,clausola subordinata/participiale (sintattico)
80527,in,sub,altro
80527,tempo,sub,altro
80527,nella,sub,altro
80527,grazie,sub,altro
80527,",",del,altro
80527,riesce,del,altro
80527,a,del,altro
80527,far,del,clausola subordinata/participiale (sintattico)
80527,ritornare,del,clausola subordinata/participiale (sintattico)
80527,il,del,altro
80527,parco,del,altro
80527,sotto,del,altro
80527,controllo,del,altro
80540,Grazie,sub,altro
80540,Firebird,sub,altro
80540,",",sub,altro
80540,riesce,sub,altro
80540,però,sub,altro
80540,riprendere,sub,clausola subordinata/participiale (sintattico)
80540,suoi,sub,altro
80540,passi,sub,altro
80540,",",sub,altro
80540,lei,del,altro
80540,",",del,altro
80540,ne,del,altro
80540,inizia,del,altro
80540,altra,del,altro
80540,",",del,altro
80540,rivelandosi,del,clausola subordinata/participiale (sintattico)
80540,di,del,altro
80540,nuovo,del,altro
80551,andò,sub,altro
80551,anche,del,altro
80551,R&amp;B,sub,altro
80551,per,sub,altro
80551,",",sub,altro
80551,diventando,sub,clausola subordinata/participiale (sintattico)
80551,secondo,sub,altro
80551,singolo,sub,altro
80551,Presley,sub,altro
80551,ad,sub,altro
80551,ottenere,sub,clausola subordinata/participiale (sintattico)
80551,tale,sub,altro
80551,risultato,sub,altro
80551,ed,sub,altro
80551,inoltre,sub,altro
80551,posizione,del,altro
80551,country,del,parola non di base (lessicale)
80551,vincendo,del,clausola subordinata/participiale (sintattico)
80557,",",del,altro
80557,cantautore,sub,altro
80557,si,sub,altro
80557,recò,sub,altro
80557,",",del,altro
80557,esattamente,del,altro
80557,",",sub,altro
80557,al,sub,altro
80557,della,sub,altro
80585,Nel,sub,altro
80585,;,sub,altro
80593,cresce,del,altro
80593,sempre,del,altro
80593,più,del,altro
80593,notorietà,del,parola non di base (lessicale)
80593,della,del,altro
80593,",",del,altro
80593,ormai,del,altro
80595,Solo,sub,altro
80595,nel,sub,altro
80595,seguito,sub,altro
80595,al,sub,altro
80595,precipitare,sub,altro
80602,Egli,del,altro
80602,sconfisse,del,parola non di base (lessicale)
80602,tutti,del,altro
80602,i,del,altro
80602,suoi,del,altro
80602,avversari,del,altro
80602,",",del,altro
80602,solo,del,altro
80602,«,del,altro
80602,finalmente,sub,altro
80602,»,del,altro
80602,.,del,altro
80603,Una,del,altro
80603,volta,del,altro
80603,tornato,del,clausola subordinata/participiale (sintattico)
80603,casa,del,altro
80603,chiede,del,altro
80603,dei,del,altro
80603,chiarimenti,del,parola non di base (lessicale)
80603,alla,del,altro
80603,ammette,del,clausola subordinata/participiale (sintattico)
80603,aver,del,altro
80603,fatto,del,clausola subordinata/participiale (sintattico)
80603,pittore,sub,altro
80603,8,sub,altro
80603,anni,sub,altro
80609,sul,del,altro
80609,territorio,del,altro
80609,del,del,altro
80609,distretto,del,altro
80609,Abzelilovsky,del,altro
80609,Bashkortostan,del,altro
80609,tuttavia,sub,altro
80609,il,sub,altro
80609,territorio,sub,altro
80609,adiacente,sub,parola non di base (lessicale)
80609,distretto,del,altro
80609,della,del,altro
80609,riva,del,altro
80609,destra,del,altro
80609,del,del,altro
80609,distretto,del,altro
80609,della,del,altro
80609,della,del,altro
80609,regione,del,altro
80609,Chelyabinsk,del,altro
80610,principio,sub,altro
80610,del,sub,altro
80610,del,del,altro
80610,avevano,del,altro
80610,attirato,del,altro
80610,l',del,altro
80610,attenzione,del,altro
80610,intellettuali,del,altro
80610,come,del,altro
80614,Aemilia,del,altro
80614,istituita,del,clausola subordinata/participiale (sintattico)
80614,dai,del,altro
80614,Romani,del,altro
80614,si,del,altro
80614,trovò,del,altro
80614,divisa,del,clausola subordinata/participiale (sintattico)
80614,in,del,altro
80614,due,del,altro
80614,;,del,altro
80614,da,del,altro
80614,parte,del,altro
80614,(,sub,altro
80614,tutti,sub,altro
80614,),sub,altro
80614,dall',sub,altro
80614,altra,sub,altro
80614,da,sub,altro
80614,Ravenna,sub,altro
80614,a,sub,altro
80614,(,sub,altro
80614,quest',sub,altro
80614,ultima,sub,altro
80614,viene,sub,altro
80614,persa,sub,parola non di base (lessicale)
80614,nel,sub,altro
80614,728,sub,altro
80614,assieme,sub,altro
80614,ad,sub,altro
80614,Imola,sub,altro
80614,),sub,altro
80629,parrocchia,del,parola non di base (lessicale)
80629,civile,del,altro
80629,dell',del,altro
80629,Inghilterra,del,altro
80629,",",del,altro
80629,appartenente,del,clausola subordinata/participiale (sintattico)
80629,alla,del,altro
80629,contea,del,parola non di base (lessicale)
80652,viene,sub,costruzione passiva (sintattico)
80652,dall',sub,altro
80652,allenatore,sub,altro
80652,in,sub,altro
80652,dove,sub,altro
80652,tuttavia,sub,altro
80652,non,sub,altro
80652,entra,sub,clausola subordinata/participiale (sintattico)
80652,in,sub,altro
80652,campo,sub,altro
80654,registri,del,altro
80654,attività,sub,altro
80654,alla,sub,altro
80654,House,sub,altro
80654,of,sub,altro
80654,Lords,sub,altro
80654,indicano,sub,altro
80654,astensione,sub,parola non di base (lessicale)
80654,su,sub,altro
80654,una,sub,altro
80654,serie,sub,altro
80654,questioni,sub,altro
80658,qui,sub,altro
80658,deposito,sub,altro
80658,cianfrusaglie,sub,parola non di base (lessicale)
80658,rétro,sub,parola non di base (lessicale)
80670,Poiché,del,altro
80670,",",del,altro
80670,",",del,altro
80670,gran,del,parola non di base (lessicale)
80670,parte,del,altro
80670,immuni,del,parola non di base (lessicale)
80670,a,del,altro
80670,intera,del,altro
80670,classe,del,altro
80670,problemi,del,altro
80670,e,del,altro
80670,guasti,del,altro
80670,del,del,altro
80670,sistema,del,altro
80670,online,del,altro
80672,Nonostante,del,altro
80672,un,del,altro
80672,ottimo,del,altro
80672,campionato,del,altro
80672,di,del,altro
80672,C2,del,altro
80672,(,del,altro
80672,2007/2008,del,altro
80672,),del,altro
80672,",",del,altro
80672,conclusosi,del,clausola subordinata/participiale (sintattico)
80672,con,del,altro
80672,ottavo,del,altro
80672,posto,del,altro
80672,",",del,altro
80672,",",del,altro
80672,che,del,altro
80672,aleggiava,del,clausola subordinata/participiale (sintattico)
80672,già,del,altro
80672,un,del,altro
80672,anno,del,altro
80672,prima,del,altro
80672,",",del,altro
80672,si,del,altro
80672,è,del,altro
80672,materializzato,del,parola non di base (lessicale)
80672,e,del,altro
80682,ha,del,altro
80682,conseguito,del,altro
80682,la,del,altro
80682,la,del,altro
80682,Facoltà,del,altro
80682,dell',del,altro
80682,.,del,altro
80722,Infine,del,altro
80722,",",del,altro
80722,secondo,del,altro
80722,anteriore,sub,altro
80722,",",sub,altro
80722,Chełmno,sub,altro
80722,dal,sub,altro
80722,1222,sub,altro
80722,l',sub,altro
80722,incarico,sub,altro
80722,evangelizzare,sub,clausola subordinata/participiale (sintattico)
80722,ancora,sub,altro
80722,pagano,sub,altro
80726,Successivamente,del,altro
80726,",",del,altro
80726,",",del,altro
80726,Alessandro,del,altro
80726,",",del,altro
80726,a,del,altro
80726,",",sub,altro
80726,Carmelina,sub,altro
80733,",",del,altro
80733,così,del,altro
80733,come,del,altro
80733,fare,del,clausola subordinata/participiale (sintattico)
80733,uso,del,altro
80733,esplicito,del,altro
80733,del,del,altro
80733,garbage,del,parola non di base (lessicale)
80733,collection,del,parola non di base (lessicale)
80733,.,del,altro
80737,viene,sub,costruzione passiva (sintattico)
80737,ucciso,sub,altro
80737,alla,sub,altro
80737,sua,sub,altro
80737,ma,sub,altro
80737,per,sub,altro
80737,uno,sub,altro
80737,strano,sub,altro
80737,fenomeno,sub,altro
80737,risveglia,sub,altro
80737,ritrova,sub,altro
80737,al,sub,altro
80756,per,sub,altro
80756,motocicli,sub,parola non di base (lessicale)
80756,;,sub,altro
80783,Fu,del,costruzione passiva (sintattico)
80783,quindi,del,altro
80783,concluso,del,altro
80783,un,del,altro
80783,nuovo,del,altro
80783,trattato,del,costruzione passiva (sintattico)
80783,pace,del,altro
80783,secondo,del,altro
80783,il,del,altro
80783,quale,del,altro
80783,Zara,del,altro
80783,rimaneva,del,clausola subordinata/participiale (sintattico)
80783,veneziana,del,clausola subordinata/participiale (sintattico)
80783,mentre,del,altro
80783,.,del,altro
80844,fratello,sub,altro
80844,Sen,sub,parola non di base (lessicale)
80844,",",sub,altro
80844,",",sub,altro
80844,già,sub,altro
80844,risultato,sub,parola non di base (lessicale)
80844,€,del,parola non di base (lessicale)
80844,lordi,sub,parola non di base (lessicale)
80844,annui,sub,clausola subordinata/participiale (sintattico)
80844,dal,sub,altro
80844,01/01/2008,sub,altro
80844,31/12/2010,sub,altro
80870,Al,sub,altro
80870,la,sub,altro
80870,più,sub,altro
80870,popolosa,sub,parola non di base (lessicale)
80870,tra,sub,altro
80870,le,sub,altro
80870,con,sub,altro
80870,residenti,sub,altro
80870,.,sub,altro
80876,Sempre,sub,altro
80876,anno,sub,altro
80876,autonomamente,del,parola non di base (lessicale)
80882,Fuori,del,altro
80882,dalla,del,altro
80882,prigione,del,altro
80882,la,del,altro
80882,carretta,del,parola non di base (lessicale)
80882,con,del,altro
80882,sopra,del,altro
80882,incammina,sub,clausola subordinata/participiale (sintattico)
80882,verso,sub,altro
80882,il,sub,altro
80882,supplizio,sub,parola non di base (lessicale)
80882,:,sub,altro
80900,delle,sub,altro
80900,imposte,sub,parola non di base (lessicale)
80911,formula_19,del,clausola subordinata/participiale (sintattico)
80911,è,del,altro
80911,campo,del,altro
80911,dei,del,altro
80911,numeri,del,altro
80911,reali,del,altro
80911,",",del,altro
80911,matrice,del,parola non di base (lessicale)
80911,cambiamento,del,altro
80911,è,del,altro
80911,utile,del,altro
80911,a,del,altro
80911,verificare,del,clausola subordinata/participiale (sintattico)
80911,due,del,altro
80911,:,del,altro
80917,Nel,del,altro
80917,frattempo,del,parola non di base (lessicale)
80917,capisce,del,altro
80917,sempre,del,altro
80917,più,del,altro
80917,che,del,altro
80917,rinunciare,sub,clausola subordinata/participiale (sintattico)
80924,2011,del,altro
80924,debutta,del,parola non di base (lessicale)
80924,nei,del,altro
80924,mondiali,del,altro
80924,dove,del,altro
80924,deludente,sub,parola non di base (lessicale)
80924,specialità,del,parola non di base (lessicale)
80924,del,del,altro
80947,"""",sub,altro
80947,“,sub,altro
80947,cui,sub,altro
80947,affiora,sub,parola non di base (lessicale)
80947,del,del,altro
80947,‘,del,altro
80947,900,del,altro
80947,”,sub,altro
80947,"""",sub,altro
80954,televisione,del,altro
80954,comparso,del,parola non di base (lessicale)
80954,anche,del,altro
80954,molte,del,altro
80954,come,del,altro
80954,quella,del,altro
80954,dei,del,altro
80954,dell',del,altro
80954,acqua,del,altro
80954,accanto,del,altro
80954,a,del,altro
80954,Natasha,del,altro
80954,Hovey,del,altro
80954,stato,del,altro
80954,testimonial,del,altro
80954,insieme,del,altro
80954,a,del,altro
80954,Federica,del,altro
80954,Pellegrini,del,altro
80954,della,del,altro
80954,compagnia,del,altro
80954,elettrica,del,altro
80965,Nel,del,altro
80965,2013,del,altro
80965,fondamenti,sub,costruzione passiva (sintattico)
80965,matematici,sub,altro
80965,si,sub,altro
80965,applicano,sub,clausola subordinata/participiale (sintattico)
80965,anche,sub,altro
80965,altri,del,altro
80965,fisici,del,altro
80965,quali,del,altro
80965,:,del,altro
80984,Rivelato,del,clausola subordinata/participiale (sintattico)
80984,durante,del,altro
80984,di,sub,altro
80984,"""",sub,altro
80984,più,sub,altro
80984,profonda,sub,altro
80984,"""",sub,altro
80984,",",sub,altro
80988,Ha,del,altro
80988,legame,del,altro
80988,particolare,del,altro
80988,con,del,altro
80988,dove,del,altro
81005,"""",del,altro
81005,b,del,parola non di base (lessicale)
81005,),del,altro
81005,rieducazione,sub,parola non di base (lessicale)
81005,l',sub,altro
81005,delle,sub,altro
81005,"""",del,altro
81016,Alle,del,altro
81016,11:45,del,altro
81016,del,del,altro
81016,1º,del,altro
81016,ottobre,del,altro
81016,convocò,sub,altro
81016,l',sub,altro
81016,ambasciatore,sub,parola non di base (lessicale)
81016,polacco,sub,altro
81016,Praga,sub,altro
81016,e,sub,altro
81016,gli,sub,altro
81023,di,sub,altro
81023,che,del,altro
81023,frequentava,del,altro
81023,quasi,del,altro
81023,quotidianamente,del,parola non di base (lessicale)
81044,maggio,sub,altro
81044,viene,sub,costruzione passiva (sintattico)
81044,incluso,sub,altro
81044,dal,sub,altro
81044,commissario,sub,altro
81044,tecnico,sub,altro
81044,José,sub,altro
81044,Pekerman,sub,altro
81044,nella,sub,altro
81044,rosa,sub,altro
81044,di,sub,altro
81044,23,sub,altro
81044,giocatori,sub,altro
81044,che,sub,altro
81044,prendono,sub,clausola subordinata/participiale (sintattico)
81044,parte,sub,altro
81044,al,sub,altro
81044,Campionato,sub,altro
81044,mondiale,sub,altro
81044,.,del,altro
81087,Nel,sub,altro
81087,frattempo,sub,parola non di base (lessicale)
81087,",",sub,altro
81087,parlamento,del,altro
81087,inglese,del,altro
81087,",",del,altro
81087,dominato,del,clausola subordinata/participiale (sintattico)
81087,guidato,sub,clausola subordinata/participiale (sintattico)
81087,(,sub,altro
81087,-,sub,altro
81087,),sub,altro
81087,",",sub,altro
81090,accreditato,sub,parola non di base (lessicale)
81090,per,sub,altro
81090,un,sub,altro
81090,gran,sub,parola non di base (lessicale)
81090,numero,sub,altro
81090,di,sub,altro
81101,Il,del,altro
81101,resuscitato,del,parola non di base (lessicale)
81101,Talbot,del,altro
81101,si,del,altro
81101,mette,del,altro
81101,cerca,del,parola non di base (lessicale)
81101,del,del,altro
81101,dottor,del,altro
81101,possa,sub,altro
81101,licantropia,sub,parola non di base (lessicale)
81101,",",sub,altro
81101,trova,sub,altro
81101,il,sub,altro
81101,mostro,sub,altro
81101,(,sub,altro
81101,Bela,sub,altro
81101,Lugosi,sub,altro
81101,),sub,altro
81181,crea,del,altro
81181,per,sub,altro
81181,",",sub,altro
81181,serie,sub,altro
81181,della,sub,altro
81181,quale,sub,altro
81181,vengono,sub,costruzione passiva (sintattico)
81181,realizzate,sub,clausola subordinata/participiale (sintattico)
81181,in,sub,altro
81181,totale,sub,altro
81184,Nel,del,altro
81184,1972,del,altro
81184,",",del,altro
81184,Trivers,del,altro
81184,proseguì,del,altro
81184,questa,del,altro
81184,linea,del,altro
81184,di,del,altro
81184,pensiero,del,altro
81184,con,del,altro
81184,sua,del,altro
81184,proposta,del,altro
81184,di,del,altro
81184,",",del,altro
81184,che,del,altro
81195,",",del,altro
81195,",",del,altro
81203,capriata,sub,parola non di base (lessicale)
81203,in,sub,altro
81203,seguito,sub,altro
81203,conflitto,sub,altro
81206,come,sub,altro
81206,di,sub,altro
81206,nazioni,sub,altro
81209,Tuttavia,del,altro
81209,",",del,altro
81209,",",del,altro
81209,venne,del,costruzione passiva (sintattico)
81222,la,sub,altro
81222,preludendo,del,clausola subordinata/participiale (sintattico)
81222,all',del,altro
81222,attenzione,del,altro
81222,che,del,altro
81222,Donna,del,altro
81222,Summer,del,altro
81222,porrà,del,clausola subordinata/participiale (sintattico)
81222,nella,del,altro
81222,realizzazione,del,altro
81222,di,del,altro
81222,album,del,altro
81222,a,del,altro
81222,durata,del,altro
81222,piuttosto,del,altro
81222,che,del,altro
81222,nella,del,altro
81222,pubblicazione,del,altro
81222,di,del,altro
81222,molti,del,altro
81222,singoli,del,altro
81222,costituendo,del,clausola subordinata/participiale (sintattico)
81222,stabilendo,del,parola non di base (lessicale)
81222,un,del,altro
81222,modello,del,altro
81222,per,del,altro
81222,la,del,altro
81222,music,del,parola non di base (lessicale)
81229,posteriormente,del,parola non di base (lessicale)
81229,base,sub,altro
81229,dita,sub,altro
81229,dei,sub,altro
81231,Nel,del,altro
81231,piazza,sub,altro
81231,al,sub,altro
81231,primo,sub,altro
81231,posto,sub,altro
81231,degli,sub,altro
81231,Uniti,sub,altro
81231,diventando,sub,clausola subordinata/participiale (sintattico)
81231,fatto,sub,altro
81233,Ortega,sub,altro
81233,ferita,del,clausola subordinata/participiale (sintattico)
81235,registrò,del,clausola subordinata/participiale (sintattico)
81235,le,del,altro
81256,Patrick,sub,altro
81256,Moraz,sub,altro
81256,",",sub,altro
81256,che,sub,costruzione passiva (sintattico)
81256,viene,sub,costruzione passiva (sintattico)
81256,accreditato,sub,clausola subordinata/participiale (sintattico)
81256,in,sub,altro
81256,sole,sub,altro
81256,3,sub,altro
81256,canzoni,sub,altro
81256,(,sub,altro
81256,seguiranno,sub,parola non di base (lessicale)
81256,dispute,sub,parola non di base (lessicale)
81256,legali,sub,altro
81256,tra,sub,altro
81256,lui,sub,altro
81256,il,sub,altro
81256,resto,sub,altro
81256,band,sub,altro
81256,",",sub,altro
81256,per,sub,altro
81256,i,sub,altro
81256,diritti,sub,altro
81256,appartenenza,sub,altro
81256,come,sub,altro
81256,membro,sub,altro
81256,del,sub,altro
81256,gruppo,sub,altro
81256,;,sub,altro
81256,dopo,sub,altro
81256,anni,sub,altro
81256,egli,sub,altro
81256,riuscì,sub,altro
81256,ad,sub,altro
81256,ottenere,sub,clausola subordinata/participiale (sintattico)
81256,la,sub,altro
81256,vittoria,sub,altro
81256,a,sub,altro
81256,scapito,sub,altro
81256,degli,sub,altro
81256,),sub,altro
81257,sarà,sub,altro
81257,diventerà,sub,clausola subordinata/participiale (sintattico)
81265,Si,sub,altro
81265,esibiti,sub,altro
81265,in,sub,altro
81265,insigniti,sub,parola non di base (lessicale)
81265,di,sub,altro
81265,numerosi,sub,altro
81265,produzione,sub,altro
81291,.,del,altro
81359,Davidico,sub,altro
81359,il,del,altro
81359,cui,del,altro
81359,vero,del,altro
81359,nome,del,altro
81359,era,del,altro
81359,borgo,del,altro
81359,di,del,altro
81359,da,del,altro
81359,da,del,altro
81359,forse,sub,altro
81360,il,del,altro
81360,periodo,del,altro
81360,di,del,altro
81360,visibilità,del,parola non di base (lessicale)
81360,indicativamente,del,parola non di base (lessicale)
81360,lo,del,altro
81360,stesso,del,altro
81360,",",del,altro
81360,grazie,del,altro
81360,alla,del,altro
81360,posizione,del,altro
81360,della,del,altro
81360,non,del,altro
81360,lontana,del,altro
81360,dall',del,altro
81360,equatore,del,altro
81360,celeste,del,altro
81394,Ha,del,altro
81394,giocato,del,altro
81408,di,del,altro
81408,un,del,altro
81410,fu,del,altro
81410,nazionale,sub,altro
81410,brasiliana,sub,altro
81410,",",sub,altro
81410,che,sub,altro
81410,si,sub,altro
81410,impose,sub,clausola subordinata/participiale (sintattico)
81410,su,sub,altro
81410,quella,sub,altro
81410,peruviana,sub,altro
81410,1,del,altro
81410,-,del,altro
81410,0,del,altro
81410,e,del,altro
81410,conquistò,del,altro
81410,titolo,sub,altro
81410,della,sub,altro
81410,sua,sub,altro
81410,storia,sub,altro
81452,Nel,del,altro
81452,ruolo,del,altro
81452,di,del,altro
81452,appare,del,altro
81452,",",sub,altro
81452,inoltre,sub,altro
